time,poa_global,poa_direct,poa_diffuse,poa_sky_diffuse,poa_ground_diffuse
2025-07-15 08:22:00+02:00,434.24883281572954,311.35717292766054,122.89165988806901,116.9914487453671,5.900211142701925
2025-07-15 08:23:00+02:00,437.59902000698395,314.2166150426256,123.38240496435832,117.44892434481875,5.933480619539562
2025-07-15 08:24:00+02:00,440.9471506962354,317.07577978697776,123.87137090925764,117.90467679116493,5.9666941180927
2025-07-15 08:25:00+02:00,444.29308729237925,319.93452607995795,124.35856121242131,118.35871042336296,5.999850789058346
2025-07-15 08:26:00+02:00,447.6366931338706,322.7927138638858,124.8439792699848,118.81102948251764,6.03294978746716
2025-07-15 08:27:00+02:00,450.97783247285935,325.6502040881658,125.32762838469353,119.26163811211696,6.0659902725765695
2025-07-15 08:28:00+02:00,454.31637049144695,328.5068587208061,125.8095117706408,119.7105403625587,6.098971408082096
2025-07-15 08:29:00+02:00,457.65217549004444,331.36254261994566,126.28963287009876,120.15774048634806,6.131892383750697
2025-07-15 08:30:00+02:00,460.9851099581551,334.21711588656007,126.76799407159501,120.60324174422347,6.164752327371546
2025-07-15 08:31:00+02:00,464.3150439804944,337.0704453387946,127.24459864169977,121.04704820459118,6.197550437108591
2025-07-15 08:32:00+02:00,467.64184627257777,339.92239683644283,127.71944943613492,121.48916354307674,6.230285893058181
2025-07-15 08:33:00+02:00,470.96538643467755,342.7728372078563,128.19254922682126,121.92959134726921,6.2629578795520455
2025-07-15 08:34:00+02:00,474.285534906221,345.62163420868166,128.66390069753936,122.36833511278299,6.295565584756382
2025-07-15 08:35:00+02:00,477.60216298194933,348.4686565335736,129.13350644837573,122.80539824749748,6.3281082008782485
2025-07-15 08:36:00+02:00,480.9151427979708,351.31377380213434,129.60136899583645,123.24078407176047,6.3605849240759715
2025-07-15 08:37:00+02:00,484.2243473167598,354.1568565439649,130.0674907727949,123.67449581843695,6.392994954357966
2025-07-15 08:38:00+02:00,487.5296503448459,356.9977762118364,130.5318741330095,124.1065366372063,6.425337495803199
2025-07-15 08:39:00+02:00,490.8309264872553,359.83640514054935,130.99452134670594,124.536909590546,6.457611756159925
2025-07-15 08:40:00+02:00,494.1280533741558,362.6726184607033,131.45543491345248,124.96561794482102,6.489816968631465
2025-07-15 08:41:00+02:00,497.4209028064109,365.5062864793364,131.9146163270745,125.39266402162116,6.521952305453326
2025-07-15 08:42:00+02:00,500.70935400698727,368.3372860769962,132.3720679299911,125.81805092261955,6.5540170073715425
2025-07-15 08:43:00+02:00,503.99328479303676,371.1654931128026,132.82779168023416,126.24178138279281,6.586010297441347
2025-07-15 08:44:00+02:00,507.27257374238087,373.99078428581555,133.28178945656532,126.66385805432493,6.617931402240385
2025-07-15 08:45:00+02:00,510.5471002124659,376.8130371495385,133.7340630629274,127.08428351082887,6.649779552098518
2025-07-15 08:46:00+02:00,513.8167443264201,379.63213009812824,134.18461422829193,127.50306024728816,6.681553981003769
2025-07-15 08:47:00+02:00,517.0813869605579,382.44794235386655,134.63344460669137,127.92019068016775,6.713253926523626
2025-07-15 08:48:00+02:00,520.3409097617003,385.2603539803798,135.08055578132053,128.33567715130576,6.7448786300147745
2025-07-15 08:49:00+02:00,523.5951951043259,388.06924584398257,135.5259492603433,128.74952192409478,6.776427336248527
2025-07-15 08:50:00+02:00,526.844126108197,390.874499627208,135.96962648098898,129.16172718736615,6.807899293622828
2025-07-15 08:51:00+02:00,530.0875887994443,393.67599969410844,136.4115891053359,129.57229533022334,6.83929377511257
2025-07-15 08:52:00+02:00,533.3254634012146,396.4736255653921,136.85183783582244,129.98122784179768,6.870609994024751
2025-07-15 08:53:00+02:00,536.5576374024367,399.26726320484363,137.29037419759317,130.3885269670582,6.90184723053496
2025-07-15 08:54:00+02:00,539.7839968115004,402.056797463857,137.72719934764348,130.79419460059168,6.933004747051811
2025-07-15 08:55:00+02:00,543.0044283512054,404.8421139754365,138.16231437576886,131.19823256625958,6.964081809509272
2025-07-15 08:56:00+02:00,546.2188194470882,407.6230991425936,138.59572030449465,131.60064261720234,6.995077687292322
2025-07-15 08:57:00+02:00,549.4270582155218,410.3996401265598,139.027418088962,132.00142643580233,7.025991653159689
2025-07-15 08:58:00+02:00,552.6290334824913,413.1716248615743,139.45740862091702,132.40058563745436,7.056822983462664
2025-07-15 08:59:00+02:00,555.8246347411966,415.9389420167482,139.8856927244484,132.7981217666762,7.087570957772206
2025-07-15 09:00:00+02:00,559.0137521716831,418.70148101163124,140.31227116005192,133.19403630094595,7.1182348591059785
2025-07-15 09:01:00+02:00,562.1962766284265,421.4591320040684,140.7371446243581,133.58833065051465,7.148813973843466
2025-07-15 09:02:00+02:00,565.3721017574469,424.21178772411014,141.1603140333368,133.98100642125317,7.1793076120836155
2025-07-15 09:03:00+02:00,568.5411155002713,426.9593361081518,141.5817793921195,134.37206436600314,7.209715026116347
2025-07-15 09:04:00+02:00,571.7032128314183,429.7016713378691,142.00154149354927,134.7615059607896,7.240035532759666
2025-07-15 09:05:00+02:00,574.8582872539328,432.4386864681682,142.41960078576454,135.14933235404266,7.270268431721877
2025-07-15 09:06:00+02:00,578.0062329204089,435.17027526402677,142.8359576563822,135.53554463037412,7.3004130260080595
2025-07-15 09:07:00+02:00,581.1469446284046,437.8963321952466,143.250612433158,135.9201438112483,7.330468621909714
2025-07-15 09:08:00+02:00,584.2803178099654,440.61675242611176,143.66356538385358,136.30313085491605,7.3604345289375255
2025-07-15 09:09:00+02:00,587.406248549871,443.3314318300028,144.07481671986812,136.68450665984028,7.390310060027845
2025-07-15 09:10:00+02:00,590.5246335465741,446.0402669542734,144.48436659230074,137.06427206109902,7.420094531201734
2025-07-15 09:11:00+02:00,593.6353701310338,448.7431550354092,144.8922150956246,137.44242783384783,7.449787261776773
2025-07-15 09:12:00+02:00,596.7383562561681,451.43999398869505,145.2983622674731,137.81897469317593,7.479387574297173
2025-07-15 09:13:00+02:00,599.8334904871749,454.1306823986475,145.7028080885274,138.19391329405474,7.508894794472667
2025-07-15 09:14:00+02:00,602.9206740875773,456.8151213320045,146.10555275557283,138.56724448449495,7.53830827107788
2025-07-15 09:15:00+02:00,605.9998027056705,459.49320710717393,146.50659559849657,138.93896830170996,7.567627296786624
2025-07-15 09:16:00+02:00,609.0707788137723,462.1648421096035,146.90593670416882,139.30908547745227,7.5968512267165496
2025-07-15 09:17:00+02:00,612.1335034189966,464.8299275832973,147.30357583569926,139.67759643622807,7.6259793994711815
2025-07-15 09:18:00+02:00,615.1878781030205,467.48836540316927,147.69951269985125,140.04450154324266,7.655011156608594
2025-07-15 09:19:00+02:00,618.2338050757319,470.1400581206805,148.09374695505142,140.40980111187068,7.68394584318075
2025-07-15 09:20:00+02:00,621.2711871141279,472.784908909627,148.4862782045009,140.77349539732083,7.712782807180078
2025-07-15 09:21:00+02:00,624.2999275874524,475.4228215869977,148.87710600045477,141.13558460064803,7.741521399806741
2025-07-15 09:22:00+02:00,627.3199304475075,478.053700603534,149.26622984397352,141.49606886857006,7.770160975403463
2025-07-15 09:23:00+02:00,630.3311002200041,480.6774510352072,149.65364918479702,141.85494829339586,7.7987008914011575
