time,power_reference.common@sensor_1:VALUE,power_hi.common@sensor_1:VALUE
2025-06-12 12:35:51,224.7133333333333,61.33333333333334
2025-06-12 12:36:51,216.34,59.0
2025-06-12 12:37:51,193.16,49.08
2025-06-12 12:38:51,184.8871428571429,50.68
2025-06-12 12:39:51,204.75,56.5
2025-06-12 12:40:51,237.59,62.63636363636363
2025-06-12 12:41:51,305.2,80.0
2025-06-12 12:42:51,254.975,74.45454545454545
2025-06-12 12:43:51,438.4766666666666,136.0
2025-06-12 12:44:51,743.0266666666666,300.0
2025-06-12 12:45:51,851.8433333333334,322.3333333333333
2025-06-12 12:46:51,917.5233333333333,271.3333333333333
2025-06-12 12:47:51,175.78,55.88888888888889
2025-06-12 12:48:51,160.9666666666667,51.82051282051282
2025-06-12 12:49:51,173.1988888888889,54.33333333333334
2025-06-12 12:50:51,206.6816666666667,62.46666666666667
2025-06-12 12:51:51,218.92,62.33333333333334
2025-06-12 12:52:51,189.3033333333333,51.33333333333334
2025-06-12 12:53:51,190.3744444444444,51.85185185185185
2025-06-12 12:54:51,219.9933333333333,59.22222222222222
2025-06-12 12:55:51,356.385,81.5
2025-06-12 12:56:51,269.14,75.55555555555556
2025-06-12 12:57:51,739.1633333333333,160.3333333333333
2025-06-12 12:58:51,1079.129166666667,368.1666666666667
2025-06-12 12:59:51,521.5366666666666,155.0
2025-06-12 13:00:51,741.7433333333333,248.6666666666667
2025-06-12 13:01:51,1055.956666666667,355.0
2025-06-12 13:02:51,397.9166666666666,109.3333333333333
2025-06-12 13:03:51,417.8766666666667,135.3333333333333
2025-06-12 13:04:51,587.21,186.0
2025-06-12 13:05:51,990.92,323.0
2025-06-12 13:06:51,960.02,302.0
2025-06-12 13:07:51,990.92,317.0
2025-06-12 13:08:51,318.72,95.0
2025-06-12 13:09:51,226.0,65.2
2025-06-12 13:10:51,207.65,56.0
2025-06-12 13:11:51,185.44,46.4
2025-06-12 13:12:51,162.255,40.66666666666666
2025-06-12 13:13:51,169.3366666666666,41.41666666666666
2025-06-12 13:14:51,168.05,45.66666666666666
2025-06-12 13:15:51,216.34,61.0
2025-06-12 13:16:51,272.36,74.0
2025-06-12 13:17:51,316.7866666666666,96.33333333333333
2025-06-12 13:18:51,245.96,73.48717948717949
2025-06-12 13:19:51,269.7847619047619,74.60606060606061
2025-06-12 13:20:51,420.4466666666667,94.66666666666667
2025-06-12 13:21:51,281.3722222222222,78.9047619047619
2025-06-12 13:22:51,314.8533333333334,87.33333333333333
2025-06-12 13:23:51,334.8133333333333,91.33333333333333
2025-06-12 13:24:51,470.03,155.3333333333333
2025-06-12 13:25:51,303.2666666666667,84.61538461538461
2025-06-12 13:26:51,444.9166666666666,154.0
2025-06-12 13:27:51,463.59,175.3333333333333
2025-06-12 13:28:51,367.65,105.3333333333333
2025-06-12 13:29:51,875.02,228.6666666666667
2025-06-12 13:30:51,985.1266666666667,314.6666666666667
2025-06-12 13:31:51,947.1366666666667,294.6666666666667
2025-06-12 13:32:51,948.4233333333333,290.3333333333333
2025-06-12 13:33:51,314.8566666666667,93.66666666666667
2025-06-12 13:34:51,453.2866666666666,129.6666666666667
2025-06-12 13:35:51,384.39,113.3333333333333
2025-06-12 13:36:51,261.4133333333333,69.0
2025-06-12 13:37:51,202.8233333333334,52.83333333333334
2025-06-12 13:38:51,192.5177777777778,53.22222222222222
2025-06-12 13:39:51,214.41,57.66666666666666
2025-06-12 13:40:51,408.22,181.0
2025-06-12 13:41:51,204.75,57.94736842105263
2025-06-12 13:42:51,191.4054545454545,53.5
2025-06-12 13:43:51,200.89,55.72
2025-06-12 13:44:51,178.675,49.0
2025-06-12 13:45:51,181.57,46.61111111111111
2025-06-12 13:46:51,185.44,47.72222222222222
2025-06-12 13:47:51,186.7266666666667,51.77777777777778
2025-06-12 13:48:51,218.275,58.76923076923077
2025-06-12 13:49:51,216.34,61.41176470588236
2025-06-12 13:50:51,232.76,63.875
2025-06-12 13:51:51,251.11,70.33333333333333
2025-06-12 13:52:51,295.54,79.0
2025-06-12 13:53:51,256.4783333333333,69.07142857142857
2025-06-12 13:54:51,255.6166666666667,71.37037037037037
2025-06-12 13:55:51,279.76,77.83333333333333
2025-06-12 13:56:51,489.3433333333334,150.6666666666667
2025-06-12 13:57:51,691.52,232.6666666666667
2025-06-12 13:58:51,829.3100000000001,134.6666666666667
2025-06-12 13:59:51,999.9366666666667,297.7777777777778
2025-06-12 14:00:51,260.1266666666667,76.66666666666667
2025-06-12 14:01:51,239.7344444444444,72.56666666666666
2025-06-12 14:02:51,232.4388888888889,66.33333333333333
2025-06-12 14:03:51,213.285,61.61111111111111
2025-06-12 14:04:51,218.92,78.0
2025-06-12 14:05:51,185.1166666666667,49.21052631578947
2025-06-12 14:06:51,164.832,43.16666666666666
2025-06-12 14:07:51,144.0144444444445,39.0919540229885
2025-06-12 14:08:51,149.2493333333333,40.47126436781609
2025-06-12 14:09:51,171.0522222222222,47.66666666666666
2025-06-12 14:10:51,223.4233333333333,59.88888888888889
2025-06-12 14:11:51,285.2333333333333,77.83333333333333
2025-06-12 14:12:51,284.5916666666666,78.0
2025-06-12 14:13:51,988.3466666666666,294.4444444444445
2025-06-12 14:14:51,678.0,178.8333333333333
2025-06-12 14:15:51,949.3883333333333,235.3333333333333
2025-06-12 14:16:51,937.48,276.3333333333333
2025-06-12 14:17:51,881.4666666666667,238.0
2025-06-12 14:18:51,326.44,97.0
2025-06-12 14:19:51,907.86,252.0
2025-06-12 14:20:51,882.75,228.0
2025-06-12 14:21:51,873.09,235.0
2025-06-12 14:22:51,869.2266666666667,232.25
2025-06-12 14:23:51,890.48,239.0
2025-06-12 14:24:51,210.55,64.0
2025-06-12 14:25:51,224.07,67.0
2025-06-12 14:26:51,594.94,121.0
2025-06-12 14:27:51,905.93,240.0
2025-06-12 14:28:51,276.22,78.0
2025-06-12 14:29:51,915.59,243.0
2025-06-12 14:30:51,885.9666666666667,243.6666666666667
2025-06-12 14:31:51,328.3733333333333,93.66666666666667
2025-06-12 14:32:51,269.1366666666667,81.0
2025-06-12 14:33:51,513.1666666666666,148.2222222222222
2025-06-12 14:34:51,852.0566666666666,226.0
2025-06-12 14:35:51,921.8133333333333,251.4444444444445
2025-06-12 14:36:51,300.0433333333334,86.66666666666667
2025-06-12 14:37:51,274.0733333333334,76.66666666666667
2025-06-12 14:38:51,267.855,75.48717948717949
2025-06-12 14:39:51,260.77,75.33333333333333
2025-06-12 14:40:51,215.0533333333333,58.66666666666666
2025-06-12 14:41:51,182.86,49.18181818181818
2025-06-12 14:42:51,178.760303030303,45.35897435897436
2025-06-12 14:43:51,187.8508333333334,48.33333333333334
2025-06-12 14:44:51,197.67,52.11111111111111
2025-06-12 14:45:51,265.9233333333333,71.33333333333333
2025-06-12 14:46:51,711.4833333333333,176.5555555555555
2025-06-12 14:47:51,444.2733333333333,129.3333333333333
2025-06-12 14:48:51,340.61,133.3333333333333
2025-06-12 14:49:51,254.0108333333333,67.88888888888889
2025-06-12 14:50:51,204.7533333333333,55.44444444444444
2025-06-12 14:51:51,253.0433333333333,63.22222222222222
2025-06-12 14:52:51,209.1714285714286,56.5
2025-06-12 14:53:51,240.485,60.88888888888889
2025-06-12 14:54:51,433.1625,103.0
2025-06-12 14:55:51,289.74,74.0
2025-06-12 14:56:51,836.39,179.0
2025-06-12 14:57:51,802.265,204.1428571428571
2025-06-12 14:58:51,200.89,60.0
2025-06-12 14:59:51,155.688,48.75
2025-06-12 15:00:51,154.914,47.61904761904762
2025-06-12 15:01:51,168.05,48.57142857142857
2025-06-12 15:02:51,182.2133333333333,54.8
2025-06-12 15:03:51,198.96,61.0
2025-06-12 15:04:51,169.98,47.625
2025-06-12 15:05:51,141.7546153846154,44.46153846153846
2025-06-12 15:06:51,562.1,171.6666666666667
2025-06-12 15:07:51,134.57,41.5925925925926
2025-06-12 15:08:51,120.4055555555556,35.83333333333334
2025-06-12 15:09:51,112.0333333333333,32.49122807017544
2025-06-12 15:10:51,130.705,35.61904761904762
2025-06-12 15:11:51,140.3633333333333,41.91666666666666
2025-06-12 15:12:51,170.6233333333333,50.33333333333334
2025-06-12 15:13:51,209.5833333333333,56.33333333333334
2025-06-12 15:14:51,220.2066666666666,61.66666666666666
2025-06-12 15:15:51,746.25,180.0
2025-06-12 15:16:51,720.2214285714285,171.8888888888889
2025-06-12 15:17:51,701.3944444444445,169.1111111111111
2025-06-12 15:18:51,689.3326666666667,168.037037037037
2025-06-12 15:19:51,706.0066666666667,173.8888888888889
2025-06-12 15:20:51,216.9833333333333,78.66666666666667
2025-06-12 15:21:51,182.2155555555555,55.04761904761905
2025-06-12 15:22:51,183.5016666666667,54.61635220125786
2025-06-12 15:23:51,197.1573333333333,55.37106918238994
2025-06-12 15:24:51,218.2766666666667,57.66666666666666
2025-06-12 15:25:51,318.7133333333333,87.0
2025-06-12 15:26:51,813.21,144.0
2025-06-12 15:27:51,770.72,183.0
2025-06-12 15:28:51,750.43625,178.6
2025-06-12 15:29:51,728.22,169.0
2025-06-12 15:30:51,720.495,173.0
2025-06-12 15:31:51,683.7950000000001,155.0
2025-06-12 15:32:51,527.33,145.0
2025-06-12 15:33:51,386.32,110.0
2025-06-12 15:34:51,682.5033333333333,154.0
2025-06-12 15:35:51,685.9826666666667,155.3636363636364
2025-06-12 15:36:51,691.52,158.2666666666667
2025-06-12 15:37:51,702.4666666666667,150.6666666666667
2025-06-12 15:38:51,739.1666666666666,151.6666666666667
2025-06-12 15:39:51,198.9566666666667,54.66666666666666
2025-06-12 15:40:51,194.45,51.24561403508772
2025-06-12 15:41:51,190.0862962962963,52.00952380952381
2025-06-12 15:42:51,206.0433333333334,53.26666666666667
2025-06-12 15:43:51,235.0133333333333,59.44444444444444
2025-06-12 15:44:51,396.63,83.33333333333333
2025-06-12 15:45:51,248.3733333333333,59.66666666666666
2025-06-12 15:46:51,236.9433333333333,57.93333333333333
