time,watt_hi.common@irr_1:VALUE,watt_hi.common@irr_2:VALUE,watt_hi.common@irr_3:VALUE,watt.common@irr_dav_1:VALUE
2025-07-15 05:00:00+02:00,2.556896551724138,2.070205479452055,2.556896551724138,19.81643724696356
2025-07-15 05:01:00+02:00,2.660344827586207,2.172945205479452,2.660344827586207,20.21481781376518
2025-07-15 05:02:00+02:00,2.763793103448276,2.275684931506849,2.763793103448276,20.65032520325203
2025-07-15 05:03:00+02:00,2.867241379310345,2.378424657534246,2.867241379310345,21.49422764227642
2025-07-15 05:04:00+02:00,2.970689655172414,2.481164383561644,2.970689655172414,22.32395555555555
2025-07-15 05:05:00+02:00,3.074137931034483,2.583904109589041,3.074137931034483,22.74262222222222
2025-07-15 05:06:00+02:00,3.177586206896552,2.686643835616438,3.177586206896552,23.16128888888889
2025-07-15 05:07:00+02:00,3.281034482758621,2.789383561643836,3.281034482758621,23.57995555555555
2025-07-15 05:08:00+02:00,3.38448275862069,2.892123287671233,3.38448275862069,24.07340579710145
2025-07-15 05:09:00+02:00,3.487931034482759,2.99486301369863,3.487931034482759,24.75601449275362
2025-07-15 05:10:00+02:00,3.591379310344827,3.097938144329897,3.591379310344827,25.4386231884058
2025-07-15 05:11:00+02:00,3.694827586206896,3.201030927835052,3.694827586206896,26.42637168141593
2025-07-15 05:12:00+02:00,3.798275862068965,3.304123711340206,3.798275862068965,27.35846153846154
2025-07-15 05:13:00+02:00,3.901724137931034,3.407216494845361,3.901724137931034,27.74307692307692
2025-07-15 05:14:00+02:00,4.0,3.510309278350516,4.0,28.12769230769231
2025-07-15 05:15:00+02:00,4.0,3.613402061855671,4.0,28.51230769230769
2025-07-15 05:16:00+02:00,4.0,3.716494845360825,4.0,28.93933333333333
2025-07-15 05:17:00+02:00,4.0,3.81958762886598,4.0,29.536
2025-07-15 05:18:00+02:00,4.0,3.922680412371134,4.0,30.13266666666667
2025-07-15 05:19:00+02:00,4.0,4.0,4.0,30.64975903614458
2025-07-15 05:20:00+02:00,4.0,4.0,4.0,30.84855421686747
2025-07-15 05:21:00+02:00,4.0,4.0,4.0,31.04734939759036
2025-07-15 05:22:00+02:00,4.0,4.0,4.0,31.24614457831325
2025-07-15 05:23:00+02:00,4.0,4.0,4.0,31.44493975903614
2025-07-15 05:24:00+02:00,4.0,4.0,4.0,31.64373493975904
2025-07-15 05:25:00+02:00,4.0,4.0,4.0,31.84253012048192
2025-07-15 05:26:00+02:00,4.0,4.0,4.0,32.04132530120481
2025-07-15 05:27:00+02:00,4.0,4.0,4.0,32.24012048192771
2025-07-15 05:28:00+02:00,4.0,4.0,4.0,31.84029702970297
2025-07-15 05:29:00+02:00,4.0,4.0,4.0,31.3739603960396
2025-07-15 05:30:00+02:00,4.0,4.0,4.0,30.90762376237624
2025-07-15 05:31:00+02:00,4.0,4.0,4.0,29.98411764705882
2025-07-15 05:32:00+02:00,4.0,4.0,4.0,29.23956970740104
2025-07-15 05:33:00+02:00,4.0,4.0,4.0,29.36349397590362
2025-07-15 05:34:00+02:00,4.07032590051458,4.0,4.07032590051458,29.4874182444062
2025-07-15 05:35:00+02:00,4.173241852487135,4.0,4.173241852487135,29.61134251290878
2025-07-15 05:36:00+02:00,4.276157804459691,4.0,4.276157804459691,29.73526678141136
2025-07-15 05:37:00+02:00,4.379073756432247,4.0,4.379073756432247,29.85919104991394
2025-07-15 05:38:00+02:00,4.481989708404803,4.0,4.481989708404803,29.98311531841652
2025-07-15 05:39:00+02:00,4.584905660377358,4.167857142857143,4.584905660377358,30.1070395869191
2025-07-15 05:40:00+02:00,4.687821612349914,4.382142857142857,4.687821612349914,30.23096385542168
2025-07-15 05:41:00+02:00,4.79073756432247,4.596428571428572,4.79073756432247,30.35488812392427
2025-07-15 05:42:00+02:00,4.893653516295026,4.810714285714286,4.893653516295026,30.67923766816143
2025-07-15 05:43:00+02:00,4.996569468267581,5.025,4.996569468267581,31.08282511210762
2025-07-15 05:44:00+02:00,5.22879684418146,5.239285714285715,5.218045112781954,31.48641255605381
2025-07-15 05:45:00+02:00,5.465483234714005,5.453571428571429,5.443609022556391,31.89
2025-07-15 05:46:00+02:00,5.702169625246549,5.667857142857144,5.669172932330827,32.77867924528302
2025-07-15 05:47:00+02:00,5.938856015779093,5.882142857142857,5.894736842105264,33.70137931034483
2025-07-15 05:48:00+02:00,6.175542406311638,6.101123595505618,6.1203007518797,34.73586206896552
2025-07-15 05:49:00+02:00,6.412228796844182,6.325842696629213,6.345864661654136,35.9705
2025-07-15 05:50:00+02:00,6.648915187376726,6.550561797752808,6.571428571428572,37.09
2025-07-15 05:51:00+02:00,6.88560157790927,6.775280898876404,6.796992481203008,38.00111111111111
2025-07-15 05:52:00+02:00,7.053448275862069,6.999999999999999,7.010344827586207,39.63326530612245
2025-07-15 05:53:00+02:00,7.156896551724138,7.224719101123595,7.113793103448276,41.13071428571428
2025-07-15 05:54:00+02:00,7.260344827586207,7.44943820224719,7.217241379310345,43.66384615384616
2025-07-15 05:55:00+02:00,7.363793103448276,7.674157303370786,7.320689655172414,44.35615384615385
2025-07-15 05:56:00+02:00,7.467241379310344,7.898876404494382,7.424137931034483,45.04846153846154
2025-07-15 05:57:00+02:00,7.570689655172414,8.0,7.527586206896552,46.42220588235294
2025-07-15 05:58:00+02:00,7.674137931034483,8.0,7.63103448275862,47.71202702702703
2025-07-15 05:59:00+02:00,7.777586206896552,8.0,7.73448275862069,49.64692307692308
2025-07-15 06:00:00+02:00,7.88103448275862,8.0,7.837931034482759,48.40454545454545
