time,watt_hi.common@irr_1:['MAX_VALUE'],watt_hi.common@irr_2:['MAX_VALUE'],watt_hi.common@irr_3:['MAX_VALUE'],watt.common@irr_dav_1:['MAX_VALUE']
2025-09-04 02:00:00+02:00,0.0,0.0,0.0,12.07
2025-09-04 02:00:05+02:00,0.0,0.0,0.0,6.437222222222221
2025-09-04 02:00:10+02:00,0.0,0.0,0.0,9.656666666666666
2025-09-04 02:00:15+02:00,0.0,0.0,0.0,12.87611111111111
2025-09-04 02:00:20+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:00:25+02:00,0.0,0.0,0.0,6.436666666666666
2025-09-04 02:00:30+02:00,0.0,0.0,0.0,4.103124999999999
2025-09-04 02:00:35+02:00,0.0,0.0,0.0,5.310416666666667
2025-09-04 02:00:40+02:00,0.0,0.0,0.0,6.517708333333333
2025-09-04 02:00:45+02:00,0.0,0.0,0.0,7.725
2025-09-04 02:00:50+02:00,0.0,0.0,0.0,8.932291666666666
2025-09-04 02:00:55+02:00,0.0,0.0,0.0,10.13958333333333
2025-09-04 02:01:00+02:00,0.0,0.0,0.0,11.346875
2025-09-04 02:01:05+02:00,0.0,0.0,0.0,12.55416666666667
2025-09-04 02:01:10+02:00,0.0,0.0,0.0,13.52
2025-09-04 02:01:15+02:00,0.0,0.0,0.0,9.656666666666666
2025-09-04 02:01:20+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:01:25+02:00,0.0,0.0,0.0,10.94333333333333
2025-09-04 02:01:30+02:00,0.0,0.0,0.0,3.105652173913043
2025-09-04 02:01:35+02:00,0.0,0.0,0.0,4.08536231884058
2025-09-04 02:01:40+02:00,0.0,0.0,0.0,5.065072463768116
2025-09-04 02:01:45+02:00,0.0,0.0,0.0,6.044782608695653
2025-09-04 02:01:50+02:00,0.0,0.0,0.0,7.024492753623189
2025-09-04 02:01:55+02:00,0.0,0.0,0.0,8.004202898550725
2025-09-04 02:02:00+02:00,0.0,0.0,0.0,8.98391304347826
2025-09-04 02:02:05+02:00,0.0,0.0,0.0,9.963623188405796
2025-09-04 02:02:10+02:00,0.0,0.0,0.0,10.94333333333333
2025-09-04 02:02:15+02:00,0.0,0.0,0.0,11.92304347826087
2025-09-04 02:02:20+02:00,0.0,0.0,0.0,12.9027536231884
2025-09-04 02:02:25+02:00,0.0,0.0,0.0,13.88246376811594
2025-09-04 02:02:30+02:00,0.0,0.0,0.0,14.86217391304348
2025-09-04 02:02:35+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:02:40+02:00,0.0,0.0,0.0,6.436666666666666
2025-09-04 02:02:45+02:00,0.0,0.0,0.0,3.088
2025-09-04 02:02:50+02:00,0.0,0.0,0.0,3.731333333333333
2025-09-04 02:02:55+02:00,0.0,0.0,0.0,3.86
2025-09-04 02:03:00+02:00,0.0,0.0,0.0,4.934444444444445
2025-09-04 02:03:05+02:00,0.0,0.0,0.0,7.438148148148148
2025-09-04 02:03:10+02:00,0.0,0.0,0.0,9.941851851851853
2025-09-04 02:03:15+02:00,0.0,0.0,0.0,12.44555555555555
2025-09-04 02:03:20+02:00,0.0,0.0,0.0,14.94925925925926
2025-09-04 02:03:25+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:03:30+02:00,0.0,0.0,0.0,11.59
2025-09-04 02:03:35+02:00,0.0,0.0,0.0,5.685555555555555
2025-09-04 02:03:40+02:00,0.0,0.0,0.0,9.44111111111111
2025-09-04 02:03:45+02:00,0.0,0.0,0.0,13.19666666666667
2025-09-04 02:03:50+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:03:55+02:00,0.0,0.0,0.0,6.436666666666666
2025-09-04 02:04:00+02:00,0.0,0.0,0.0,6.76
2025-09-04 02:04:05+02:00,0.0,0.0,0.0,9.443333333333332
2025-09-04 02:04:10+02:00,0.0,0.0,0.0,12.362
2025-09-04 02:04:15+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:04:20+02:00,0.0,0.0,0.0,8.69
2025-09-04 02:04:25+02:00,0.0,0.0,0.0,2.573333333333333
2025-09-04 02:04:30+02:00,0.0,0.0,0.0,2.539473684210526
2025-09-04 02:04:35+02:00,0.0,0.0,0.0,2.878070175438596
2025-09-04 02:04:40+02:00,0.0,0.0,0.0,3.216666666666666
2025-09-04 02:04:45+02:00,0.0,0.0,0.0,3.555263157894736
2025-09-04 02:04:50+02:00,0.0,0.0,0.0,3.893859649122807
2025-09-04 02:04:55+02:00,0.0,0.0,0.0,4.232456140350877
2025-09-04 02:05:00+02:00,0.0,0.0,0.0,4.571052631578947
2025-09-04 02:05:05+02:00,0.0,0.0,0.0,4.909649122807018
2025-09-04 02:05:10+02:00,0.0,0.0,0.0,5.248245614035087
2025-09-04 02:05:15+02:00,0.0,0.0,0.0,5.586842105263158
2025-09-04 02:05:20+02:00,0.0,0.0,0.0,5.79
2025-09-04 02:05:25+02:00,0.0,0.0,0.0,5.31
2025-09-04 02:05:30+02:00,0.0,0.0,0.0,9.535
2025-09-04 02:05:35+02:00,0.0,0.0,0.0,13.76
2025-09-04 02:05:40+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:05:45+02:00,0.0,0.0,0.0,7.724285714285714
2025-09-04 02:05:50+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:05:55+02:00,0.0,0.0,0.0,8.69
2025-09-04 02:06:00+02:00,0.0,0.0,0.0,3.667
2025-09-04 02:06:05+02:00,0.0,0.0,0.0,3.86
2025-09-04 02:06:10+02:00,0.0,0.0,0.0,3.5524
2025-09-04 02:06:15+02:00,0.0,0.0,0.0,4.9044
2025-09-04 02:06:20+02:00,0.0,0.0,0.0,6.2564
2025-09-04 02:06:25+02:00,0.0,0.0,0.0,7.6084
2025-09-04 02:06:30+02:00,0.0,0.0,0.0,8.9604
2025-09-04 02:06:35+02:00,0.0,0.0,0.0,10.3124
2025-09-04 02:06:40+02:00,0.0,0.0,0.0,11.6644
2025-09-04 02:06:45+02:00,0.0,0.0,0.0,13.0164
2025-09-04 02:06:50+02:00,0.0,0.0,0.0,14.3684
2025-09-04 02:06:55+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:07:00+02:00,0.0,0.0,0.0,13.19666666666667
2025-09-04 02:07:05+02:00,0.0,0.0,0.0,3.86
2025-09-04 02:07:10+02:00,0.0,0.0,0.0,2.878771929824561
2025-09-04 02:07:15+02:00,0.0,0.0,0.0,4.064736842105263
2025-09-04 02:07:20+02:00,0.0,0.0,0.0,5.250701754385965
2025-09-04 02:07:25+02:00,0.0,0.0,0.0,6.436666666666667
2025-09-04 02:07:30+02:00,0.0,0.0,0.0,7.622631578947368
2025-09-04 02:07:35+02:00,0.0,0.0,0.0,8.80859649122807
2025-09-04 02:07:40+02:00,0.0,0.0,0.0,9.99456140350877
2025-09-04 02:07:45+02:00,0.0,0.0,0.0,11.18052631578947
2025-09-04 02:07:50+02:00,0.0,0.0,0.0,12.36649122807017
2025-09-04 02:07:55+02:00,0.0,0.0,0.0,13.55245614035088
2025-09-04 02:08:00+02:00,0.0,0.0,0.0,14.73842105263158
2025-09-04 02:08:05+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:08:10+02:00,0.0,0.0,0.0,6.436666666666666
2025-09-04 02:08:15+02:00,0.0,0.0,0.0,3.667
2025-09-04 02:08:20+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:08:25+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:08:30+02:00,0.0,0.0,0.0,4.183333333333334
2025-09-04 02:08:35+02:00,0.0,0.0,0.0,3.432222222222222
2025-09-04 02:08:40+02:00,0.0,0.0,0.0,7.187777777777778
2025-09-04 02:08:45+02:00,0.0,0.0,0.0,10.94333333333333
2025-09-04 02:08:50+02:00,0.0,0.0,0.0,14.69888888888889
2025-09-04 02:08:55+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:09:00+02:00,0.0,0.0,0.0,4.183333333333333
2025-09-04 02:09:05+02:00,0.0,0.0,0.0,6.06111111111111
2025-09-04 02:09:10+02:00,0.0,0.0,0.0,7.938888888888888
2025-09-04 02:09:15+02:00,0.0,0.0,0.0,9.816666666666666
2025-09-04 02:09:20+02:00,0.0,0.0,0.0,11.69444444444444
2025-09-04 02:09:25+02:00,0.0,0.0,0.0,13.57222222222222
2025-09-04 02:09:30+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:09:35+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:09:40+02:00,0.0,0.0,0.0,4.064736842105263
2025-09-04 02:09:45+02:00,0.0,0.0,0.0,5.843684210526316
2025-09-04 02:09:50+02:00,0.0,0.0,0.0,7.622631578947368
2025-09-04 02:09:55+02:00,0.0,0.0,0.0,9.40157894736842
2025-09-04 02:10:00+02:00,0.0,0.0,0.0,11.18052631578947
2025-09-04 02:10:05+02:00,0.0,0.0,0.0,12.95947368421053
2025-09-04 02:10:10+02:00,0.0,0.0,0.0,14.73842105263158
2025-09-04 02:10:15+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:10:20+02:00,0.0,0.0,0.0,5.79
2025-09-04 02:10:25+02:00,0.0,0.0,0.0,5.79
2025-09-04 02:10:30+02:00,0.0,0.0,0.0,7.338
2025-09-04 02:10:35+02:00,0.0,0.0,0.0,11.84466666666667
2025-09-04 02:10:40+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:10:45+02:00,0.0,0.0,0.0,12.07
2025-09-04 02:10:50+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:10:55+02:00,0.0,0.0,0.0,13.51833333333333
2025-09-04 02:11:00+02:00,0.0,0.0,0.0,4.183333333333334
2025-09-04 02:11:05+02:00,0.0,0.0,0.0,9.816666666666666
2025-09-04 02:11:10+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:11:15+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:11:20+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:11:25+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:11:30+02:00,0.0,0.0,0.0,9.98
2025-09-04 02:11:35+02:00,0.0,0.0,0.0,11.59
2025-09-04 02:11:40+02:00,0.0,0.0,0.0,4.247714285714285
2025-09-04 02:11:45+02:00,0.0,0.0,0.0,6.179142857142857
2025-09-04 02:11:50+02:00,0.0,0.0,0.0,8.110571428571427
2025-09-04 02:11:55+02:00,0.0,0.0,0.0,10.042
2025-09-04 02:12:00+02:00,0.0,0.0,0.0,11.97342857142857
2025-09-04 02:12:05+02:00,0.0,0.0,0.0,13.90485714285714
2025-09-04 02:12:10+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:12:15+02:00,0.0,0.0,0.0,8.69
2025-09-04 02:12:20+02:00,0.0,0.0,0.0,9.535
2025-09-04 02:12:25+02:00,0.0,0.0,0.0,13.76
2025-09-04 02:12:30+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:12:35+02:00,0.0,0.0,0.0,3.309591836734694
2025-09-04 02:12:40+02:00,0.0,0.0,0.0,4.689183673469388
2025-09-04 02:12:45+02:00,0.0,0.0,0.0,6.068775510204082
2025-09-04 02:12:50+02:00,0.0,0.0,0.0,7.448367346938776
2025-09-04 02:12:55+02:00,0.0,0.0,0.0,8.82795918367347
2025-09-04 02:13:00+02:00,0.0,0.0,0.0,10.20755102040816
2025-09-04 02:13:05+02:00,0.0,0.0,0.0,11.58714285714286
2025-09-04 02:13:10+02:00,0.0,0.0,0.0,12.96673469387755
2025-09-04 02:13:15+02:00,0.0,0.0,0.0,14.34632653061224
2025-09-04 02:13:20+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:13:25+02:00,0.0,0.0,0.0,10.94333333333333
2025-09-04 02:13:30+02:00,0.0,0.0,0.0,10.51666666666667
2025-09-04 02:13:35+02:00,0.0,0.0,0.0,11.59
2025-09-04 02:13:40+02:00,0.0,0.0,0.0,10.94333333333333
2025-09-04 02:13:45+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:13:50+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:13:55+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:14:00+02:00,0.0,0.0,0.0,5.791666666666666
2025-09-04 02:14:05+02:00,0.0,0.0,0.0,5.57
2025-09-04 02:14:10+02:00,0.0,0.0,0.0,8.17
2025-09-04 02:14:15+02:00,0.0,0.0,0.0,10.77
2025-09-04 02:14:20+02:00,0.0,0.0,0.0,13.37
2025-09-04 02:14:25+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:14:30+02:00,0.0,0.0,0.0,8.69
2025-09-04 02:14:35+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:14:40+02:00,0.0,0.0,0.0,10.94333333333333
2025-09-04 02:14:45+02:00,0.0,0.0,0.0,13.94777777777778
2025-09-04 02:14:50+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:14:55+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:15:00+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:15:05+02:00,0.0,0.0,0.0,7.723333333333333
2025-09-04 02:15:10+02:00,0.0,0.0,0.0,4.064736842105263
2025-09-04 02:15:15+02:00,0.0,0.0,0.0,5.843684210526316
2025-09-04 02:15:20+02:00,0.0,0.0,0.0,7.622631578947368
2025-09-04 02:15:25+02:00,0.0,0.0,0.0,9.40157894736842
2025-09-04 02:15:30+02:00,0.0,0.0,0.0,11.18052631578947
2025-09-04 02:15:35+02:00,0.0,0.0,0.0,12.95947368421053
2025-09-04 02:15:40+02:00,0.0,0.0,0.0,14.73842105263158
2025-09-04 02:15:45+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:15:50+02:00,0.0,0.0,0.0,11.394
2025-09-04 02:15:55+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:16:00+02:00,0.0,0.0,0.0,15.45
2025-09-04 02:16:05+02:00,0.0,0.0,0.0,12.07
2025-09-04 02:16:10+02:00,0.0,0.0,0.0,2.856301369863014
2025-09-04 02:16:15+02:00,0.0,0.0,0.0,3.517945205479452
2025-09-04 02:16:20+02:00,0.0,0.0,0.0,4.17958904109589
2025-09-04 02:16:25+02:00,0.0,0.0,0.0,4.841232876712328
