time,poa_global,poa_direct,poa_diffuse,poa_sky_diffuse,poa_ground_diffuse
2025-07-21 13:37:00+02:00,922.9620727940818,739.0354007686245,183.9266720254573,173.49415053174744,10.432521493709858
2025-07-21 13:38:00+02:00,921.973638767966,738.1561846218206,183.81745414614545,173.39401800154587,10.423436144599584
2025-07-21 13:39:00+02:00,920.9677585052783,737.2614710069631,183.70628749831516,173.29209775330008,10.414189745015083
2025-07-21 13:40:00+02:00,919.9444582342446,736.3512844899969,183.59317374424774,173.18839125930498,10.404782484942762
2025-07-21 13:41:00+02:00,918.9037646418562,735.4256500778664,183.47811456398983,173.08290000628193,10.395214557707915
2025-07-21 13:42:00+02:00,917.8457048754703,734.4845932204171,183.36111165505332,172.97562549506367,10.385486159989664
2025-07-21 13:43:00+02:00,916.7703065444728,733.5281398123557,183.2421667321171,172.8665692402799,10.375597491837231
2025-07-21 13:44:00+02:00,915.6775969735131,732.5563155295878,183.12128144392534,172.75573269412305,10.365548749802299
2025-07-21 13:45:00+02:00,914.5676061567573,731.5691484571104,182.99845769964688,172.6431175455387,10.355340154108172
2025-07-21 13:46:00+02:00,913.4403623532559,730.5666651721415,182.87369718111435,172.52872527297052,10.344971908143831
2025-07-21 13:47:00+02:00,912.2958950078524,729.5488933423919,182.7470016654605,172.41255744013452,10.334444225325969
2025-07-21 13:48:00+02:00,911.1342340265289,728.5158610820525,182.61837294447633,172.294615622043,10.323757322433332
2025-07-21 13:49:00+02:00,909.9554097670925,727.4675969439995,182.487812823093,172.17490140356966,10.31291141952334
2025-07-21 13:50:00+02:00,908.7594530522067,726.4041299318613,182.35532312034536,172.05341638029515,10.30190674005021
2025-07-21 13:51:00+02:00,907.5463951603981,725.3254894925091,182.22090566788904,171.93016215710608,10.290743510782967
2025-07-21 13:52:00+02:00,906.316267828055,724.2317055183149,182.08456230974,171.8051403479168,10.279421961823202
2025-07-21 13:53:00+02:00,905.0691032515606,723.1228083495325,181.94629490202803,171.6783525754037,10.267942326624329
2025-07-21 13:54:00+02:00,903.8049340776698,721.9988287662253,181.8061053114445,171.54980046954134,10.256304841903166
2025-07-21 13:55:00+02:00,902.5237925526117,720.8597972322472,181.66399532036448,171.41948558056046,10.244509739804013
2025-07-21 13:56:00+02:00,901.2257139603635,719.7057469525862,181.51996700777724,171.28740972822254,10.232557279554687
2025-07-21 13:57:00+02:00,899.9107314701271,718.5367092928592,181.37402217726788,171.15357447723994,10.220447700027943
2025-07-21 13:58:00+02:00,898.5788795638846,717.352716827174,181.22616273671056,171.0179814854152,10.20818125129537
2025-07-21 13:59:00+02:00,897.2301931725444,716.1538025705679,181.07639060197658,170.8806324153013,10.195758186675278
2025-07-21 14:00:00+02:00,895.8647076910286,714.9399999928936,180.92470769813494,170.74152893526625,10.18317876286868
